INPUT_1_FACTSII_DBA,INPUT_1_RECORD_ID,INPUT_1_PREMISESADDRESS,INPUT_1_PREMISESCITYSTATEZIP,INPUT_1_BORO,OUTPUT_X_Coordinate,OUTPUT_Y_Coordinate,entity_ID,CUISINE
ROUGE TOMATE,50051997,126 W 18TH ST,"NEW YORK, NY 10011-5403",MANHATTAN,985365,208971,50051997,French
ROUTINE,50037952,631 WILSON AVE STE A,"BROOKLYN, NY 11207-1977",BROOKLYN,1010264,190532,50037952,Caf&eacute;/Coffee/Tea
ROWE STUDIOS LOUNGE,50013558,410 W 42ND ST,"NEW YORK, NY 10036-6809",MANHATTAN,986138,215674,50013558,American
RUBY'S CAFE,50053072,442 3RD AVE,"NEW YORK, NY 10016-6025",MANHATTAN,989874,210181,50053072,American
RUSS & DAUGHTERS CAFE,50009513,127 ORCHARD ST,"NEW YORK, NY 10002-3103",MANHATTAN,987175,201475,50009513,American
Relish Caterers,50034232,2501 3RD AVE,"BRONX, NY 10451-6323",BRONX,1004070,234466,50034232,American
Retro Grill & Bar (Holiday Inn),50006769,150 DELANCEY ST,"NEW YORK, NY 10002-3308",MANHATTAN,988004,200852,50006769,American
SAFFRON GARDEN,50042598,4611 SKILLMAN AVE,"SUNNYSIDE, NY 11104-2118",QUEENS,1007024,211276,50042598,Indian
SAHARA CAFE HOOKAH LOUNGE,50038939,1890 EASTCHESTER RD,"BRONX, NY 10461-2327",BRONX,1027398,249574,50038939,"Juice, Smoothies, Fruit Salads"
SAINTS AND SINNERS,50036110,5921 ROOSEVELT AVE,"WOODSIDE, NY 11377-3546",QUEENS,1010505,210869,50036110,American
SAJOMA RESTAURANT & PIZZERIA,50058094,909 DEKALB AVE,"BROOKLYN, 11221-3470",BROOKLYN,1000749,191626,50058094,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
SAKE BAR HAGI 46,50041331,358 W 46TH ST,"NEW YORK, NY 10036-3801",MANHATTAN,987151,216334,50041331,Japanese
SAKURA OF JAPAN,50045779,73 NASSAU ST FL GROUND,"NEW YORK, NY 10038-3704",MANHATTAN,981955,197835,50045779,Chinese
SALSA ZONE,50048051,370 E 146TH ST,"BRONX, NY 10455-4022",BRONX,1006406,236019,50048051,American
SALUD RESTAURANT,50044201,7204 3RD AVE FL 1,"BROOKLYN, NY 11209-2172",BROOKLYN,976753,170041,50044201,Tapas
SAPPHIRE 39,50055296,20 W 39TH ST,"NEW YORK, NY 10018-3802",MANHATTAN,988909,213234,50055296,Other
SARILING ATIN GRILL AND PASTRY SHOP,50046167,4009 69TH ST,"WOODSIDE, NY 11377-3835",QUEENS,1013000,211069,50046167,Filipino
SARITAS BAKERY,50062740,9412 CORONA AVE BLDG 1,"ELMHURST, NY 11373-2831",QUEENS,1020397,209744,50062740,Bakery
SARKU JAPAN,50012694,200 BAYCHESTER AVE SPC FF-10,"BRONX, NY 10475-4575",BRONX,1031151,254798,50012694,Japanese
SARKU JAPAN,50016747,815 HUTCHINSON RIVER PKWY SPC B-135,"BRONX, NY 10465-1818",BRONX,1029523,239410,50016747,Japanese
SARKU JAPAN,50037464,11114 FLATLANDS AVE,"BROOKLYN, NY 11207-8234",BROOKLYN,1014505,176206,50037464,Japanese
SATIN DOLLS,50060139,689 8TH AVE,"NEW YORK, NY 10036-7112",MANHATTAN,987271,215510,50060139,American
SAUVAGE,50018511,905 LORIMER ST,"BROOKLYN, NY 11222-3103",BROOKLYN,997611,202956,50018511,French
SAW SHACK,50011224,8422 37TH AVE,"JACKSON HEIGHTS, NY 11372-7339",QUEENS,1016899,212530,50011224,Chinese
SAZON CIBAENO,50040304,2787 ATLANTIC AVE,"BROOKLYN, NY 11207-2812",BROOKLYN,1014356,185728,50040304,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
SAZON DE LUPITA,50035029,155A W KINGSBRIDGE RD,"BRONX, NY 10468-7510",BRONX,1010753,256297,50035029,Mexican
SBARRO,50062592,885 8TH AVE,"NEW YORK, NY 10019-5761",MANHATTAN,988438,217617,50062592,Pizza/Italian
SCALINO G.P.,50006098,659 MANHATTAN AVE,"BROOKLYN, NY 11222-3113",BROOKLYN,997756,203271,50006098,Italian
SCAVELLO'S ON THE ISLAND,50032662,101 CITY ISLAND AVE,"BRONX, NY 10464-1616",BRONX,1043999,245642,50032662,Italian
SCHILLING,50049766,109 WASHINGTON ST FRNT,"NEW YORK, NY 10006-1828",MANHATTAN,980308,197447,50049766,Eastern European
SCHIMANSKI NEW YORK,50055822,54 N 11TH ST,"BROOKLYN, NY 11249-1912",BROOKLYN,995644,202412,50055822,American
SCHNIPPERS,50036850,1 NEW YORK PLZ BLDG,"NEW YORK, NY 10004-1901",MANHATTAN,980767,195231,50036850,Hamburgers
SCHNIPPERS,50052875,120 CHURCH ST,"NEW YORK, NY 10007-2402",MANHATTAN,981758,199264,50052875,American
SEA WOLF,50018434,19 WYCKOFF AVE,"BROOKLYN, NY 11237-2313",BROOKLYN,1005608,196737,50018434,American
SERENITY ADULT DAY CARE,50062650,11940 METROPOLITAN AVE,"KEW GARDENS, NY 11415-2600",QUEENS,1030989,196550,50062650,Other
SETAGAYA,50043829,280 BEDFORD AVE,"BROOKLYN, NY 11249-4009",BROOKLYN,995049,199681,50043829,Asian
SHAKE SHACK,41474509,152 EAST 86 STREET 1 FL,"NEW YORK, NY 10028",MANHATTAN,996696,223188,41474509,American
SHAKTIBARRE,50054061,449 KEAP ST,"BROOKLYN, NY 11211-3433",BROOKLYN,997405,198812,50054061,Caf&eacute;/Coffee/Tea
SHANFA BAKERY,50037065,6221 FORT HAMILTON PKWY,"BROOKLYN, NY 11219-5116",BROOKLYN,982245,169517,50037065,Chinese
SHANGHAI FAMILY DUMPLING,50059979,6301 8TH AVE STE 10,"BROOKLYN, NY 11220-4717",BROOKLYN,981084,170153,50059979,Chinese
SHARKEY'S SQUARE,50016624,1910 HYLAN BLVD,"STATEN ISLAND, NY 10305-2122",STATEN ISLAND,957520,151688,50016624,Pizza
SHAY & IVY,50055036,37 W 24TH ST,"NEW YORK, NY 10010-3208",MANHATTAN,986872,209907,50055036,American
SHIPWRECKED MINIATURE GOLF,50062985,619 COURT ST FL 2,"BROOKLYN, NY 11231-2107",BROOKLYN,983869,183729,50062985,Pizza
SHOKU JAPAN EXPRESS,50045218,14720 JAMAICA AVE,"JAMAICA, NY 11435-3630",QUEENS,1037686,195005,50045218,Japanese
SHOKUDO,50007871,658 9TH AVE,"NEW YORK, NY 10036-3605",MANHATTAN,986784,216474,50007871,Thai
SHUNDECK RESTAURANT,50015981,2332 86TH ST FL FL1,"BROOKLYN, NY 11214-4348",BROOKLYN,986815,157896,50015981,Chinese
SIGMUND'S,50039157,230 PARK AVE,"NEW YORK, NY 10169-0005",MANHATTAN,990913,214165,50039157,German
SIP UNWINE,50051370,1197 FLATBUSH AVE FL 1,"BROOKLYN, NY 11226-7004",BROOKLYN,996392,172864,50051370,Caribbean
SISTERS GOURMET PARADISE,50006191,6301 8TH AVE BOOTH8,"BROOKLYN, NY 11220-4717",BROOKLYN,981084,170153,50006191,Chinese
SKINNYPIZZA,50011555,225 LIBERTY ST STE 251,"NEW YORK, NY 10281-1008",MANHATTAN,979905,198509,50011555,Pizza/Italian
SKYLINE BAR & LOUNGE,50054623,1511 WILKINSON AVE,"BRONX, NY 10461-2314",BRONX,1027778,250010,50054623,American
SKYVIEW CAFE,50044170,5701 ARLINGTON AVE,"BRONX, NY 10471-1500",BRONX,1010000,269610,50044170,American
SLAKE,50006441,251 W 30TH ST FL 2,"NEW YORK, NY 10001-2819",MANHATTAN,985942,212189,50006441,American
SMITHFIELD HALL,50011154,138 W 25TH ST FRNT,"NEW YORK, NY 10001-7405",MANHATTAN,986170,210585,50011154,American
SMOKEY ISLAND GRILLE,50058068,424 SUTTER AVE,"BROOKLYN, NY 11212-8113",BROOKLYN,1011040,182713,50058068,Caribbean
SNOWDAYS,50052387,7224 AUSTIN ST,"FOREST HILLS, NY 11375-5355",QUEENS,1028102,201258,50052387,"Ice Cream, Gelato, Yogurt, Ices"
SNOWDAYS,50059093,214 FLATBUSH AVE,"BROOKLYN, NY 11217-2116",BROOKLYN,991079,187449,50059093,"Ice Cream, Gelato, Yogurt, Ices"
SODAM,50057047,15650 NORTHERN BLVD,"FLUSHING, NY 11354-5034",QUEENS,1037248,217653,50057047,Korean
SOFIA AND GRACE COOKIE COMPANY,50057817,163 RALPH AVE,"BROOKLYN, NY 11233-1331",BROOKLYN,1005608,188621,50057817,Bakery
SOHO TIFFIN JUNCTION,50006097,42 E 8TH ST,"NEW YORK, NY 10003-6529",MANHATTAN,985870,205715,50006097,Indian
SONG BOAT,50048373,13342 39TH AVE UNIT 210,"FLUSHING, NY 11354-4515",QUEENS,1030199,215883,50048373,Chinese
SONS AND DAUGHTERS,50049588,85 10TH AVE FRNT C,"NEW YORK, NY 10011-4725",MANHATTAN,982159,209993,50049588,American
SOUTH SLOPE PUBLIC HOUSE,50037450,426 7TH AVE STE A,"BROOKLYN, NY 11215-5050",BROOKLYN,988628,181097,50037450,American
SOY KITCHEN,50054846,6142 188TH ST,"FRESH MEADOWS, NY 11365-2713",QUEENS,1043502,208676,50054846,Asian
SPICE & GRILL,50044479,441 MYRTLE AVE,"BROOKLYN, NY 11205-2401",BROOKLYN,993126,191837,50044479,Indian
SPICE SAIGON,50033264,1237 1ST AVE,"NEW YORK, NY 10065-6309",MANHATTAN,995754,217782,50033264,Thai
SPICY & TASTY,50060131,3907 PRINCE ST STE 1H,"FLUSHING, NY 11354-5321",QUEENS,1030721,216043,50060131,Chinese
SPIN CERAMICS,50052876,13 CROSBY ST,"NEW YORK, NY 10013-3145",MANHATTAN,984200,201610,50052876,Caf&eacute;/Coffee/Tea
SPRING PLACE,50051737,6 SAINT JOHNS LN,"NEW YORK, NY 10013-2115",MANHATTAN,982610,201857,50051737,Mediterranean
SPRINGBONE KITCHEN,50045947,90 W 3RD ST,"NEW YORK, NY 10012-1008",MANHATTAN,984505,205202,50045947,American
STAFF CAFF,50006343,11 W 53RD ST,"NEW YORK, NY 10019-5401",MANHATTAN,990566,216531,50006343,Soups & Sandwiches
STARR BAR,50054749,214 STARR ST,"BROOKLYN, NY 11237-2608",BROOKLYN,1005575,196189,50054749,American
STATUS Q,50045635,8218 3RD AVE 8220,"BROOKLYN, NY 11209-4462",BROOKLYN,975934,167415,50045635,Hotdogs
STERLING AFFAIR,50039282,250 JORALEMON ST,"BROOKLYN, NY 11201-3700",BROOKLYN,987119,191507,50039282,American
STICKY'S FINGER JOINT,50012561,484 3RD AVE,"NEW YORK, NY 10016-6006",MANHATTAN,990146,210670,50012561,Chicken
STOLLE BAKERY CAFE,50056367,231 BRIGHTON BEACH AVE STE 1,"BROOKLYN, NY 11235-7452",BROOKLYN,993689,149361,50056367,Russian
STOP & EAT,50032885,39 W 31ST ST,"NEW YORK, NY 10001-9000",MANHATTAN,987684,211519,50032885,Sandwiches/Salads/Mixed Buffet
SUBSTANCE ORGANIC JUICERY,50056650,2268 BROADWAY,"NEW YORK, NY 10024-5403",MANHATTAN,990132,225445,50056650,"Juice, Smoothies, Fruit Salads"
SUBWAY,50003026,6724 BAY PARKWAY,"BROOKLYN, NY 11204",BROOKLYN,988929,162322,50003026,Sandwiches
SUBWAY,50006968,525 5TH AVE,"BROOKLYN, NY 11215-4807",BROOKLYN,987422,182080,50006968,Sandwiches/Salads/Mixed Buffet
SUBWAY,50012567,1502 SAINT NICHOLAS AVE,"NEW YORK, NY 10033-3124",MANHATTAN,1003107,249652,50012567,Sandwiches/Salads/Mixed Buffet
SUBWAY,50012652,25919 UNION TPKE,"GLEN OAKS, NY 11004-1248",QUEENS,1063942,211489,50012652,Sandwiches
SUBWAY,50013240,6390 AMBOY RD UNIT 20,"STATEN ISLAND, NY 10309-3155",STATEN ISLAND,923948,129512,50013240,Sandwiches/Salads/Mixed Buffet
SUBWAY,50014761,86 GUYON AVE,"STATEN ISLAND, NY 10306-2019",STATEN ISLAND,948714,145068,50014761,American
SUBWAY,50016410,2451B EASTCHESTER RD,"BRONX, NY 10469-5915",BRONX,1027586,253309,50016410,Sandwiches
SUBWAY,50016857,13011 N CONDUIT AVE,"JAMAICA, NY 11420-3728",QUEENS,1036978,182367,50016857,Sandwiches
SUBWAY,50017187,13721 LIBERTY AVE,"JAMAICA, NY 11435-4810",QUEENS,1036888,191476,50017187,Sandwiches
SUBWAY,50018686,423 5TH AVE,"BROOKLYN, NY 11215-4012",BROOKLYN,988171,183262,50018686,Sandwiches/Salads/Mixed Buffet
SUBWAY,50033415,839 PROSPECT AVE,"BRONX, NY 10459-3912",BRONX,1011522,238065,50033415,Sandwiches
SUBWAY,50033999,9206 4TH AVE,"BROOKLYN, NY 11209-6305",BROOKLYN,975854,164504,50033999,Sandwiches/Salads/Mixed Buffet
SUBWAY,50034948,530 CONDUIT BLVD,"BROOKLYN, NY 11208-3245",BROOKLYN,1020427,185936,50034948,Sandwiches
SUBWAY,50036007,18118 HILLSIDE AVE,"JAMAICA, NY 11432-4852",QUEENS,1044838,199195,50036007,Sandwiches
SUBWAY,50036776,2527B PARSONS BLVD,"FLUSHING, NY 11354-1247",QUEENS,1032874,222019,50036776,Sandwiches/Salads/Mixed Buffet
SUBWAY,50039808,4205 FORT HAMILTON PKWY,"BROOKLYN, NY 11219-1074",BROOKLYN,986257,173041,50039808,Sandwiches/Salads/Mixed Buffet
SUBWAY,50040819,9 FERRY TERMINAL DR,"STATEN ISLAND, NY 10301-2538",STATEN ISLAND,964045,173843,50040819,Sandwiches
SUBWAY,50042130,3401 FRANCIS LEWIS BLVD,"FLUSHING, NY 11358-1930",QUEENS,1042563,218404,50042130,Sandwiches
SUBWAY,50042455,13805 QUEENS BLVD,"BRIARWOOD, NY 11435-2641",QUEENS,1034584,197510,50042455,Sandwiches
SUBWAY,50043035,8020 JAMAICA AVE,"WOODHAVEN, NY 11421-1901",QUEENS,1022647,191503,50043035,Sandwiches/Salads/Mixed Buffet
SUBWAY,50043366,2009 WILLIAMSBRIDGE RD,"BRONX, NY 10461-1606",BRONX,1024469,250611,50043366,Sandwiches/Salads/Mixed Buffet
SUBWAY,50045835,905 WHITE PLAINS RD,"BRONX, NY 10473-2522",BRONX,1023298,239681,50045835,Sandwiches/Salads/Mixed Buffet
SUBWAY,50047834,7810 FLATLANDS AVE,"BROOKLYN, NY 11236-3530",BROOKLYN,1007954,170507,50047834,Sandwiches
SUBWAY,50050042,3102 AVENUE U,"BROOKLYN, NY 11229-5600",BROOKLYN,1002279,158497,50050042,Sandwiches
SUBWAY,50050498,120 WYCKOFF AVE,"BROOKLYN, NY 11237-4305",BROOKLYN,1006935,195645,50050498,Sandwiches
SUBWAY,50055183,507 E 161ST ST,"BRONX, NY 10451-4257",BRONX,1009158,239155,50055183,Sandwiches/Salads/Mixed Buffet
SUBWAY,50055568,2789 ATLANTIC AVE,"BROOKLYN, NY 11207-2812",BROOKLYN,1014372,185732,50055568,Sandwiches
SUBWAY,50056977,739 2ND AVE,"NEW YORK, NY 10016-2113",MANHATTAN,991640,211906,50056977,Sandwiches
SUBWAY,50057216,16814 HILLSIDE AVE,"JAMAICA, NY 11432-4341",QUEENS,1041276,198079,50057216,Sandwiches
SUBWAY SANDWICHES,50045276,882 5TH AVE,"BROOKLYN, NY 11232-2033",BROOKLYN,983270,176689,50045276,Sandwiches/Salads/Mixed Buffet
SUBWAY SANDWICHES,50052949,1622 BEDFORD AVE,"BROOKLYN, NY 11225-2002",BROOKLYN,996366,182368,50052949,American
SUMMERS,50037080,169 THOMPSON ST FRNT B,"NEW YORK, NY 10012-2580",MANHATTAN,984157,204381,50037080,Caf&eacute;/Coffee/Tea
SUN HOUSE CAFE,50043588,4017 7TH AVE,"BROOKLYN, NY 11232-3701",BROOKLYN,984187,175321,50043588,American
SUNDAY IN BROOKLYN,50056175,348 WYTHE AVE,"BROOKLYN, NY 11249-5124",BROOKLYN,993895,199470,50056175,American
SUNNY RESTAURANT,50058052,2525 PARSONS BLVD,"FLUSHING, NY 11354-1247",QUEENS,1032876,222035,50058052,Chinese
SUNNYSIDE PLAYS,50052671,4309 48TH AVE,"WOODSIDE, NY 11377-6241",QUEENS,1005850,208749,50052671,Caf&eacute;/Coffee/Tea
SUNNYVALE,50037845,1031 GRAND ST,"BROOKLYN, NY 11211-1709",BROOKLYN,1002577,199275,50037845,American
SUNRISE RESTAURANT,50043963,9607 101ST AVE,"OZONE PARK, NY 11416-2521",QUEENS,1027298,188741,50043963,Chinese
SUNSET DEN,50047213,960 3RD AVE,"BROOKLYN, NY 11232-2206",BROOKLYN,982375,177991,50047213,American
SUNSHINE FOOD & DELI EL TACO LOCO,50058535,1431 FOREST AVE,"STATEN ISLAND, NY 10302-2203",STATEN ISLAND,946403,166918,50058535,Sandwiches/Salads/Mixed Buffet
SUPER POWER,50048394,722 NOSTRAND AVE,"BROOKLYN, NY 11216-4889",BROOKLYN,998084,184808,50048394,American
SURYA INDIAN CUISINE,50043940,154 BLEECKER ST,"NEW YORK, NY 10012-1404",MANHATTAN,984369,204638,50043940,Indian
SUSHI GINZA ONODERA,50046896,461 5TH AVE,"NEW YORK, NY 10017-6234",MANHATTAN,989307,213355,50046896,Japanese
SUSHI Q JAPANESE RESTAURANT,50015384,1610 CROSBY AVE,"BRONX, NY 10461-5201",BRONX,1031141,246896,50015384,Japanese
SUSHI TOKOYO,50017672,6725 MAIN ST,"FLUSHING, NY 11367-1340",QUEENS,1032661,206674,50017672,Jewish/Kosher
SUSHIRRITO,50052721,12 W 23RD ST,"NEW YORK, NY 10010-5206",MANHATTAN,986938,209551,50052721,Japanese
SUSHIRRITO,50058566,1450 BROADWAY,"NEW YORK, NY 10018-2201",MANHATTAN,987946,214317,50058566,Japanese
SVL BAR,50018668,3018B ASTORIA BLVD,"ASTORIA, NY 11102-2068",QUEENS,1006756,219903,50018668,Greek
SWEET HOUSE DRINK AND DESSERT,50060433,2120 86TH ST,"BROOKLYN, NY 11214-3206",BROOKLYN,985469,158963,50060433,"Juice, Smoothies, Fruit Salads"
SWEET KITCHEN,50044580,6604 BAY PKWY,"BROOKLYN, NY 11204-3933",BROOKLYN,989165,162621,50044580,Chinese
SWEET SCENE ASTORIA,50052722,3513 34TH AVENUE,"ASTORIA, NY 11106-1107",QUEENS,1005344,215481,50052722,Caf&eacute;/Coffee/Tea
SWEETCATCH POKE BAR,50059184,642A LEXINGTON AVE,"NEW YORK, NY 10022-4533",MANHATTAN,992459,215891,50059184,Hawaiian
SWEETHAUS,50041974,135 METROPOLITAN AVE STE A,"BROOKLYN, NY 11249-4182",BROOKLYN,994663,200223,50041974,Caf&eacute;/Coffee/Tea
SWERVE FITNESS,50054906,21 W 46TH ST,"NEW YORK, NY 10036-4119",MANHATTAN,989800,214867,50054906,"Juice, Smoothies, Fruit Salads"
SYO JAPANESE RESTAURANT,50041831,2508 BROADWAY,"ASTORIA, NY 11106-3414",QUEENS,1004136,217377,50041831,Japanese
SZECHUAN FLAVOR,50052123,13553 NORTHERN BLVD UNIT 1F,"FLUSHING, NY 11354-4023",QUEENS,1030868,217311,50052123,Chinese
Sakura Of Japan/ Broadway Burger,50058860,1369 BROADWAY,"NEW YORK, NY 10018-7200",MANHATTAN,987632,213313,50058860,Jewish/Kosher
Season's Chinese & Mexican Food,50057196,6541 GRAND AVE,"MASPETH, NY 11378-2433",QUEENS,1012141,202996,50057196,Chinese
Sticky's Finger Joint,50046859,598 9TH AVE,"NEW YORK, NY 10036-3729",MANHATTAN,986399,215781,50046859,Chicken
Sugar Fish,50055234,33 E 20TH ST,"NEW YORK, NY 10003-1349",MANHATTAN,987249,208491,50055234,Japanese
Sunnyside Taco,50057961,4222 GREENPOINT AVE,"SUNNYSIDE, NY 11104-3004",QUEENS,1005667,209095,50057961,Mexican
Sushi Burrito,50062952,4235 MAIN ST STE 1P3,"FLUSHING, NY 11355-3957",QUEENS,1031936,214181,50062952,Other
TABOULEH,50063271,673 9TH AVE BLDG GF,"NEW YORK, NY 10036-3621",MANHATTAN,986869,216640,50063271,Middle Eastern
TACO BELL,50003301,97-01 ATLANTIC AVENUE,"WOODHAVEN, NY 11421-2735",QUEENS,1027021,190348,50003301,Armenian
TACO BELL,50006735,1503 LEXINGTON AVE,"NEW YORK, NY 10029-7101",MANHATTAN,997997,225872,50006735,Tex-Mex
TACO DUMBO,50055403,117 ADAMS ST,"BROOKLYN, NY 11201-1401",BROOKLYN,987394,194536,50055403,Mexican
TACOS TORTAS QUESADILLAS GUERRERO,50044350,9423 37TH AVE,"JACKSON HEIGHTS, NY 11372-7925",QUEENS,1019471,212901,50044350,Mexican
TAHENI MEDITERRANEAN GRILL,50059377,224 4TH AVE,"BROOKLYN, NY 11215-1006",BROOKLYN,988932,186041,50059377,Mediterranean
TANG'S GARDEN,50011721,1328 3RD AVE,"NEW YORK, NY 10021-3203",MANHATTAN,995663,220627,50011721,Chinese
TAQUERIA EL MAGUEY,50057630,3917 4TH AVE APT 1,"BROOKLYN, NY 11232-2917",BROOKLYN,982499,176991,50057630,Mexican
TAQUERIA SANTA FE,50047636,214 STANHOPE ST,"BROOKLYN, NY 11237-4202",BROOKLYN,1006274,194515,50047636,Mexican
TAQUERIA ST MARKS PL,50032980,79 SAINT MARKS PL,"NEW YORK, NY 10003-7955",MANHATTAN,988188,204439,50032980,Mexican
TARALLUCCI E VINO,50051662,44 E 28TH ST,"NEW YORK, NY 10016-7930",MANHATTAN,988359,210255,50051662,Italian
TASTE OF CHINA,50060371,7824 20TH AVE FL 1,"BROOKLYN, NY 11214-1208",BROOKLYN,985985,161132,50060371,Chinese
TASTE OF PAKISTAN,50035547,1970 VICTORY BLVD UNIT 5,"STATEN ISLAND, NY 10314-3522",STATEN ISLAND,948300,162470,50035547,Pakistani
TAYLOR ST BARISTAS,50047638,285 MADISON AVE,"NEW YORK, NY 10017-6401",MANHATTAN,989781,213162,50047638,Caf&eacute;/Coffee/Tea
TEDS CORNER TAVERN,50002915,523 3RD AVENUE,"NEW YORK, NY 10016",MANHATTAN,990429,211170,50002915,Greek
TELEIO THE GOURMET BAGEL SHOPPE,50035515,3864 FLATLANDS AVE,"BROOKLYN, NY 11234-3526",BROOKLYN,1001691,165183,50035515,Bakery
TERRI,50043722,685 3RD AVE FRNT,"NEW YORK, NY 10017-4024",MANHATTAN,991504,213112,50043722,Vegetarian
TEXAS CHICKEN & BURGER,50036406,2168 WESTCHESTER AVE,"BRONX, NY 10462-4704",BRONX,1025086,243201,50036406,Chicken
TEXAS CHICKEN& BURGERS,50016101,2660 3RD AVE,"BRONX, NY 10454-1102",BRONX,1005407,235465,50016101,Chicken
THAI ASIAN CUISINE,50039695,24911 NORTHERN BLVD FRNT,"LITTLE NECK, NY 11362-1260",QUEENS,1056812,219184,50039695,Thai
THAI SOUP,50018216,166 E 118TH ST,"NEW YORK, NY 10035-4004",MANHATTAN,1000934,230575,50018216,Thai
THAI WOK,50045565,1406 MADISON AVE,"NEW YORK, NY 10029-6912",MANHATTAN,997134,226438,50045565,Thai
THAINY,50032942,394 3RD AVE,"NEW YORK, NY 10016-8106",MANHATTAN,989570,209632,50032942,Thai
THE BISTRO AT THE COURTYARD & RESIDENCE INN BY MARRIOTT,50040950,1717 BROADWAY,"NEW YORK, NY 10019-5214",MANHATTAN,989135,217754,50040950,American
THE BRASS TAP,50044342,4 SOUTH ST STE 203,"NEW YORK, NY 10004-1943",MANHATTAN,981025,194923,50044342,American
THE DAISY,50037614,1641 2ND AVE,"NEW YORK, NY 10028-3101",MANHATTAN,997507,222491,50037614,American
THE DEEP END,50055407,1080 WYCKOFF AVE,"RIDGEWOOD, NY 11385-5757",QUEENS,1011310,192362,50055407,American
THE DOLAR SHOP,50043433,13353 37TH AVE FL 1A,"FLUSHING, NY 11354-4418",QUEENS,1030549,216541,50043433,Other
THE DOUGHNUT PROJECT,50039585,10 MORTON ST FRNT 1,"NEW YORK, NY 10014-4012",MANHATTAN,983271,205721,50039585,Donuts
THE FAMOUS JIMBO'S HAMBURGER PALACE,50017209,1977 JEROME AVE,"BRONX, NY 10453-1803",BRONX,1009468,249773,50017209,Hamburgers
THE FEDERAL BAR BROOKLYN,50037756,367 METROPOLITAN AVE,"BROOKLYN, NY 11211-3307",BROOKLYN,996509,199444,50037756,American
THE GLOBE TAVERN,50007626,4910 SKILLMAN AVE BLDG 1,"WOODSIDE, NY 11377-4154",QUEENS,1007794,211154,50007626,Irish
THE GREEN STREET LIC,50052980,1039 47TH RD,"LONG ISLAND CITY, NY 11101-5513",QUEENS,997435,210565,50052980,Korean
THE HANDPULLED NOODLE,50018481,3600 BROADWAY FRNT 3,"NEW YORK, NY 10031-3205",MANHATTAN,998372,241104,50018481,Asian
THE ITALIAN KITCHEN,50044268,4161 KISSENA BLVD BLDG STE 2,"FLUSHING, NY 11355-3181",QUEENS,1031969,215308,50044268,Italian
THE JOHNSON'S,50005465,369 TROUTMAN ST,"BROOKLYN, NY 11237-2613",BROOKLYN,1005421,196427,50005465,American
THE JUICE THEORY,50060068,514 KINGS HWY,"BROOKLYN, NY 11223-1941",BROOKLYN,992409,159462,50060068,Vegetarian
THE KATI ROLL COMPANY,50055926,128 2ND AVE,"NEW YORK, NY 10003-8329",MANHATTAN,987636,204662,50055926,Indian
THE KING OF TACOS,50059605,9017 31ST AVE FRNT 1,"EAST ELMHURST, NY 11369-1725",QUEENS,1017951,216206,50059605,Mexican
THE LEGEND,50045538,947 61ST ST,"BROOKLYN, NY 11219-5126",BROOKLYN,982322,169889,50045538,Chinese
THE LOWERY BAR & KITCHEN,50046674,4302 43RD AVE,"SUNNYSIDE, NY 11104-2212",QUEENS,1006146,210782,50046674,American
THE MARKET,50018060,372 LAFAYETTE AVE FL 1,"BROOKLYN, NY 11238-1311",BROOKLYN,995136,190223,50018060,Asian
THE MILES COFFEE BAR,50056982,4039 E TREMONT AVE,"BRONX, NY 10465-3027",BRONX,1034761,237906,50056982,Caf&eacute;/Coffee/Tea
THE MILL COFFEE HOUSE,50011633,4461 11TH ST FL 1,"LONG ISLAND CITY, NY 11101-5117",QUEENS,998187,211872,50011633,Caf&eacute;/Coffee/Tea
THE MONK,50012424,6867 FRESH POND RD FL 1,"RIDGEWOOD, NY 11385-5263",QUEENS,1013232,195591,50012424,American
THE NOODLE LAB,50057638,1977 86TH ST,"BROOKLYN, NY 11214-3103",BROOKLYN,984627,159641,50057638,Chinese
THE OASIS,50016146,12311 LIBERTY AVE,"SOUTH RICHMOND HILL, NY 11419-2115",QUEENS,1033975,189835,50016146,Caribbean
THE OLD SIAM RESTAURANT AND BAR,50004825,6912 AUSTIN ST BLDG 1,"FOREST HILLS, NY 11375-4228",QUEENS,1026238,202183,50004825,Thai
THE OLIVE GARDEN ITALIAN RESTAURANT,50048600,100 W 125TH ST STE M-1,"NEW YORK, NY 10027-4403",MANHATTAN,999269,233613,50048600,Italian
THE OTHER PLACE,50004192,10319 METROPOLITAN AVE,"FOREST HILLS, NY 11375-6733",QUEENS,1026042,198063,50004192,American
THE PANDERING PIG,50046003,209 PINEHURST AVE,"NEW YORK, NY 10033-1825",MANHATTAN,1001387,250620,50046003,French
THE PEARL ROOM,50045873,8518 3RD AVE 8520,"BROOKLYN, NY 11209-4670",BROOKLYN,975696,166650,50045873,Seafood
THE RINGSIDE CAFE,50035335,28 W 20TH ST,"NEW YORK, NY 10011-4203",MANHATTAN,986455,208925,50035335,Caf&eacute;/Coffee/Tea
THE SHIP,50010426,158 LAFAYETTE ST FRNT 1,"NEW YORK, NY 10013-3253",MANHATTAN,984437,201509,50010426,American
THE STRAND BISTRO,50044574,33 W 37TH ST,"NEW YORK, NY 10018-6201",MANHATTAN,988575,212837,50044574,American
